"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2020","5","2","Death by Tiara","Laura Levine","Fiction, Mystery","Lightning Source Inc","2015"
"Digital","OverDrive","EBOOK","2020","5","1","Masterharper of Pern","Anne McCaffrey","Fantasy, Fiction, Science Fiction","Random House, Inc.","2008"
"Digital","OverDrive","EBOOK","2020","5","4","The Heir and the Spare","Emily Albright","Romance, Young Adult Fiction","Simon & Schuster, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Mozart's Ghost (Unabridged)","Julia Cameron","Fiction, Literature","Books on Tape","2008"
"Digital","OverDrive","EBOOK","2020","5","1","Black Gold","Marguerite Henry","Juvenile Fiction","Simon & Schuster, Inc.","2016"
"Digital","OverDrive","EBOOK","2020","5","2","The Silver Linings Playbook: A Novel","Matthew Quick","Fiction, Literature","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2020","5","3","The One Inside: A Novel","Sam Shepard","Fiction, Literature","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","1","Seacrow Island","Astrid Lindgren","Juvenile Fiction, Juvenile Literature","Random House, Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","4","Southern Sass and a Crispy Corpse","Kate Young","Fiction, Mystery","Lightning Source Inc","2020"
"Digital","OverDrive","EBOOK","2020","5","1","God's Silence","Franz Wright","Fiction, Poetry","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","3","Homie: Poems","Danez Smith","Fiction, Poetry","Macmillan Publishers","2020"
"Digital","OverDrive","AUDIOBOOK","2020","5","3","The Real West (Unabridged)","David Fisher","History, Nonfiction","Macmillan Audio","2015"
"Digital","OverDrive","EBOOK","2020","5","1","Wind River Cowboy","Lindsay McKenna","Fiction, Romance, Suspense, Western","Lightning Source Inc","2017"
"Digital","OverDrive","EBOOK","2020","5","2","The Holcroft Covenant: A Novel","Robert Ludlum","Fiction, Thriller","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","1","The King's Peace: Sulien Series, Book 1","Jo Walton","Fantasy, Fiction","Macmillan Publishers","2014"
"Digital","OverDrive","EBOOK","2020","5","1","Boy Bites Bug","Rebecca Petruck","Juvenile Fiction, Juvenile Literature","ABRAMS","2018"
"Digital","OverDrive","EBOOK","2020","5","1","Take Me Home","Dorothy Garlock","Fiction, Historical Fiction, Romance","Hachette Digital, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","5","Maine","J. Courtney Sullivan","Fiction, Literature","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2020","5","3","Knit One, Die Two","Peggy Ehrhart","Fiction, Mystery","Lightning Source Inc","2020"
"Digital","OverDrive","EBOOK","2020","5","6","Cat's Cradle","Kurt Vonnegut","Fiction, Humor (Fiction), Science Fiction","RosettaBooks","2005"
"Digital","OverDrive","EBOOK","2020","5","1","Moving On","Anna Jacobs","Fiction, Literature","Severn House Publishers Ltd","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Want to Play?","Paula Yoo","Juvenile Fiction, Juvenile Literature","Lee & Low Books Inc","2019"
"Digital","OverDrive","EBOOK","2020","5","2","Brute: Poems","Emily Skaja","Fiction, Poetry","Macmillan Publishers","2019"
"Digital","OverDrive","EBOOK","2020","5","6","Timeline: A Novel","Michael Crichton","Fiction, Historical Fiction, Thriller","Random House, Inc.","2008"
"Digital","OverDrive","EBOOK","2020","5","2","A Perfect Scandal","Tina  Gabrielle","Fiction, Romance","Lightning Source Inc","2011"
"Digital","OverDrive","EBOOK","2020","5","9","Before I Met You: A Novel","Lisa Jewell","Fiction, Historical Fiction","Simon & Schuster, Inc.","2015"
"Digital","OverDrive","EBOOK","2020","5","4","Victim Six","Gregg Olsen","Fiction, Suspense, Thriller","Random House, Inc.","2010"
"Digital","OverDrive","EBOOK","2020","5","1","Can't Hurry Love","Molly O'Keefe","Fiction, Romance","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","2","Dead of Night","J. D. Robb","Fiction, Romance","Penguin Group (USA), Inc.","2009"
"Digital","OverDrive","EBOOK","2020","5","1","DK Findout! Big Cats","DK","Juvenile Nonfiction, Nature, Science","Dorling Kindersley Limited","2019"
"Digital","OverDrive","EBOOK","2020","5","2","The Upanishads","Anonymous","Nonfiction, Philosophy","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2020","5","3","Forty Thieves","Thomas Perry","Fiction, Mystery, Suspense, Thriller","Open Road Integrated Media","2016"
"Digital","OverDrive","EBOOK","2020","5","1","Feliz cumpleanos, Gus!","Jacklyn Williams","Juvenile Fiction, Juvenile Literature","Capstone","2007"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","Need You Now (Unabridged)","James Grippando","Fiction, Thriller","Blackstone Audio, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Scoundrel","Zoe Archer","Fantasy, Fiction, Romance","Lightning Source Inc","2012"
"Digital","OverDrive","EBOOK","2020","5","1","The Jaguar's Children: A Novel","John Vaillant","Fiction, Literature","Open Road Integrated Media","2015"
"Digital","OverDrive","EBOOK","2020","5","2","Silken Prey: Prey Series, Book 23","John Sandford","Fiction, Thriller","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","1","Haunted Nights","Lisa Morton","Fiction, Horror, Literature, Short Stories","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","1","Intellectuals and Society","Thomas Sowell","Nonfiction, Sociology","Perseus Books Group","2010"
"Digital","OverDrive","AUDIOBOOK","2020","5","2","Walkaway (Unabridged)","Cory Doctorow","Fiction, Science Fiction","Blackstone Audio, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","5","1","Finding Mercy","Karen Harper","Fiction, Romance, Suspense, Suspense","Harlequin Enterprises, Ltd.","2015"
"Digital","OverDrive","EBOOK","2020","5","1","She Went All the Way","Meg Cabot","Fiction, Romance","HarperCollins Publishers Inc.","2008"
"Digital","OverDrive","EBOOK","2020","5","2","All About Evie","Beth Ciotta","Fiction, Romance","Harlequin Enterprises, Ltd.","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Highland Warrior","Hannah Howell","Fiction, Historical Fiction, Romance","Lightning Source Inc","2011"
"Digital","OverDrive","EBOOK","2020","5","4","Felon: Poems","Reginald Dwayne Betts","Fiction, Poetry","W. W. Norton & Company","2019"
"Digital","OverDrive","EBOOK","2020","5","4","Bad Best Friend","Rachel Vail","Juvenile Fiction, Juvenile Literature","Penguin Group (USA), Inc.","2020"
"Digital","OverDrive","EBOOK","2020","5","4","A Woman Betrayed","Barbara Delinsky","Fiction, Romance","HarperCollins Publishers Inc.","2005"
"Digital","OverDrive","EBOOK","2020","5","4","One Skein","Leigh Radford","Crafts, Nonfiction","Perseus Books Group","2012"
"Digital","OverDrive","EBOOK","2020","5","2","Rebellious Desire","Julie Garwood","Fiction, Historical Fiction, Romance","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","5","5","The Grand Sophy","Georgette Heyer","Fiction, Historical Fiction, Romance","Sourcebooks","2009"
"Digital","OverDrive","EBOOK","2020","5","1","Fate & Fortune","Fern Michaels","Fiction, Historical Fiction, Romance","Lightning Source Inc","2018"
"Digital","OverDrive","EBOOK","2020","5","1","Dogs and Goddesses","Jennifer Crusie","Fiction, Romance, Suspense","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2020","5","3","Farewell, Dorothy Parker","Ellen Meister","Fiction, Literature","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","1","Close to Home","Rachel Spangler","Fiction, Literature, Romance","Lightning Source Inc","2018"
"Digital","OverDrive","EBOOK","2020","5","2","I Will Be Fierce","Bea Birdsong","Juvenile Fiction, Picture Book Fiction","Macmillan Publishers","2019"
"Digital","OverDrive","EBOOK","2020","5","1","Fortune's Magic Farm","Suzanne Selfors","Fantasy, Juvenile Fiction","Hachette Digital, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","4","Runaway Mistress","Robyn Carr","Fiction, Romance","Harlequin Enterprises, Ltd.","2013"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Clandestine (Unabridged)","James Ellroy","Fiction, Mystery, Thriller","HighBridge Company","2018"
"Digital","OverDrive","EBOOK","2020","5","3","The Family Tree","Sheri S. Tepper","Fiction, Science Fiction","HarperCollins Publishers Inc.","2016"
"Digital","OverDrive","EBOOK","2020","5","1","Bitter Legacy","Dal Maclean","Fiction, Literature, Romance, Suspense","Smashwords, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","1","1","The Soccer Secret: Zach and Zoe Mystery Series, Book 4","Mike Lupica","Juvenile Fiction, Juvenile Literature, Mystery","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Six Four: A Novel (unabridged) (Unabridged)","Hideo Yokoyama","Fiction, Mystery, Thriller","Macmillan Audio","2017"
"Physical","Horizon","BOOK","2020","2","1","Nepal / [author, Tim Hannigan].","Hannigan, Tim","Nepal Guidebooks","APA Publications [UK] Ltd,","2018."
"Physical","Horizon","BOOK","2020","1","355","Exhalation / Ted Chiang.","Chiang, Ted","Science fiction, Short stories","Alfred A. Knopf,","2019."
"Digital","OverDrive","EBOOK","2020","5","2","Mañanaland","Pam Muñoz Ryan","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2020"
"Digital","OverDrive","AUDIOBOOK","2020","5","4","I, Robot (Unabridged)","Isaac Asimov","Fiction, Science Fiction","Books on Tape","2006"
"Digital","OverDrive","AUDIOBOOK","2020","5","1","Subliminal Success (Unabridged)","Kelly Howell","Nonfiction, Self-Improvement","Books on Tape","2009"
"Digital","OverDrive","EBOOK","2020","5","1","Any Man: A Novel","Amber Tamblyn","Fiction, Literature, Thriller","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2020","5","1","The Forgiven: A Novel","Lawrence Osborne","Fiction, Literature, Thriller","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Гэм","Ремарк, Эрих Мария","Classic Literature, Fiction","LITRES GLOBAL","2017"
"Digital","OverDrive","EBOOK","2020","5","1","A Bias for Murder","Sally Goldenbaum","Fiction, Mystery","Lightning Source Inc","2019"
"Digital","OverDrive","EBOOK","2020","5","3","My Argument with the Gestapo","Thomas Merton","Fiction, Literature","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2020","5","1","Paging Dr. Daddy","Teresa Southwick","Fiction, Romance","Harlequin Enterprises, Ltd.","2008"
"Digital","OverDrive","EBOOK","2020","5","3","Melt: Steel Brothers Saga, Book 4","Helen Hardt","Fiction, Romance","Kobo Writing Life","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Annabel Lee (Unabridged)","Edgar Allan Poe","Classic Literature, Fiction, Poetry","Listen & Live Audio, Inc.","2011"
"Digital","OverDrive","EBOOK","2020","1","2","Heaven's Spite: Jill Kismet Series, Book 5","Lilith Saintcrow","Fantasy, Fiction","Hachette Digital, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","5","3","A Matter of Class","Mary Balogh","Fiction, Historical Fiction, Romance","Hachette Digital, Inc.","2011"
"Digital","OverDrive","EBOOK","2020","1","1","Pie & Whiskey: Writers under the Influence of Butter & Booze","Kate Lebo","Cooking & Food, Essays, Literary Criticism, Nonfiction","Random House, Inc.","2017"
"Physical","Horizon","BOOK","2020","1","1","I am Alice / Joseph Delaney ; illustrations by Patrick Arrasmith.","Delaney, Joseph, 1945-","Ward Tom Fictitious character Juvenile fiction, Witches Juvenile fiction, Horror stories, Paranormal fiction","Greenwillow Books, an imprint of HarperCollins Publishers,","2013."
"Digital","OverDrive","EBOOK","2020","1","1","Crepes: 50 Savory and Sweet Recipes","Martha Holmberg","Cooking & Food, Nonfiction","Chronicle Books","2012"
"Digital","OverDrive","EBOOK","2020","1","1","The Emerald Flame: Warrior Princess Series, Book 3","Frewin Jones","Fantasy, Young Adult Fiction","HarperCollins Publishers Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2020","1","8","The Art of Noticing: 131 Ways to Spark Creativity, Find Inspiration, and Discover Joy in the Everyday (unabridged) (Unabridged)","Rob Walker","Nonfiction, Psychology, Self-Improvement","Books on Tape","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","New York, Actually (Unabridged)","Sarah Morgan","Fiction, Romance","HarperCollins Publishers Inc.","2018"
"Physical","Horizon","BOOK","2020","1","1","Four plays / Marsha Norman.","Norman, Marsha",,"Theatre Communications Group,","1988."
"Digital","OverDrive","EBOOK","2020","1","5","Disgrace: A Novel","J. M. Coetzee","Fiction, Literature","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","EBOOK","2020","1","1","City of Orphans","Avi","Historical Fiction, Juvenile Fiction, Mystery","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2020","1","1","Rebel heiress / Jane Aiken Hodge.","Hodge, Jane Aiken",,"Coward, McCann & Geoghegan,","1975."
"Digital","OverDrive","VIDEO","2020","1","1","Swallows & Amazons: Big Six","BBC Enterprises","Children's Video","Janson Media","2008"
"Digital","OverDrive","EBOOK","2020","1","13","Give Me Your Hand","Megan Abbott","Fiction, Suspense, Thriller","Hachette Digital, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Fly Me (Unabridged)","Daniel Riley","Fiction, Historical Fiction, Thriller","Hachette Audio","2017"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","The Disney Fairies, Collection 2 (Unabridged)","Various","Juvenile Fiction","Books on Tape","2013"
"Physical","Horizon","BOOK","2020","1","1","The slow cook book / Heather Whinney.","Whinney, Heather","Electric cooking Slow, Cookbooks","DK,","2011."
"Digital","OverDrive","EBOOK","2020","1","4","Astonish Me: A novel","Maggie Shipstead","Fiction, Literature","Random House, Inc.","2014"
"Physical","Horizon","SOUNDDISC","2020","1","1","Dune : original soundtrack.","Toto (Musical group)","Motion picture music","Polydor,","[1984]"
"Physical","Horizon","SOUNDDISC","2020","1","2","Number ones / Janet.","Jackson, Janet, 1966-","Popular music","A&M,","[2009]"
"Digital","OverDrive","EBOOK","2020","1","1","Penguin Flies Home","Lita Judge","Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2019"
"Physical","Horizon","SOUNDDISC","2020","1","2","Living proof / Buddy Guy.","Guy, Buddy","Blues Music 2001 2010","Silvertone/Jive,","[2010]"
"Digital","OverDrive","EBOOK","2020","1","1","Rome Noir","Chiara Stangalino","Fiction, Mystery, Short Stories","Lightning Source Inc","2018"
"Digital","OverDrive","EBOOK","2020","1","11","Supper Club","Lara Williams","Fiction, Literature","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","EBOOK","2020","1","13","Rogues","George R. R. Martin","Fantasy, Fiction, Short Stories, Thriller","Random House, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","1","3","Democracy","Joan Didion","Fiction, Literature","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2020","1","1","Feral","James DeMonaco","Fantasy, Fiction, Horror, Thriller","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2020","1","2","Falling for Rachel","Nora Roberts","Fiction, Romance","Harlequin Enterprises, Ltd.","2012"
"Physical","Horizon","SOUNDDISC","2020","1","6","Heroes / David Bowie.","Bowie, David","Rock music 1971 1980","Virgin Records,","[1999]"
"Digital","OverDrive","EBOOK","2020","1","6","The History of Love: A Novel","Nicole Krauss","Fiction, Literature","W. W. Norton & Company","2015"
"Digital","OverDrive","EBOOK","2020","1","2","Look Again","Lisa Scottoline","Fiction, Thriller","Macmillan Publishers","2013"
"Physical","Horizon","SOUNDDISC","2020","1","1","Be the void / Dr. Dog.","Dr. Dog (Musical group)","Rock music 2011 2020","Anti- Records,","[2012]"
"Digital","OverDrive","EBOOK","2020","1","2","The Taste of Country Cooking","Edna Lewis","Cooking & Food, Nonfiction","Random House, Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Ramayana (Unabridged)","Valmiki","Fiction, Poetry","Saland Publishing","2015"
"Digital","OverDrive","EBOOK","2020","1","1","Dust","Yvonne Adhiambo Owuor","Fiction, Literature","Random House, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","1","1","Adventures of a Psychic","Sylvia Browne","New Age, Nonfiction","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","Blessings (Unabridged)","Anna Quindlen","Fiction, Literature","Books on Tape","2007"
"Digital","OverDrive","EBOOK","2020","1","1","The Nuclear Age","Tim O'Brien","Fiction, Historical Fiction, Literature","Random House, Inc.","2013"
"Physical","Horizon","SOUNDDISC","2020","1","3","The symphonies / Arvo Pärt.","Pärt, Arvo","Symphonies","ECM,","[2018]"
"Physical","Horizon","BOOK","2020","1","1","MiniEco : a craft book / Kate Lilley.","Lilley, Kate","Handicraft, Minimal design","Cicada,","[2013]"
"Physical","Horizon","BOOK","2020","1","1","The English Civil Wars.","Carruthers, Bob","Great Britain History Civil War 1642 1649","Cassell,","2000."
"Digital","OverDrive","EBOOK","2020","1","3","The Wonderling","Mira Bartok","Fantasy, Juvenile Fiction, Juvenile Literature","Candlewick Press","2017"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","MIMUS (Unabridged)","Lilli Thal","Historical Fiction, Young Adult Fiction","Books on Tape","2007"
"Physical","Horizon","SOUNDDISC","2020","1","1","Donovan's greatest hits.","Donovan, 1946-","Popular music 1961 1970","Epic/Legacy,","[1999]"
"Physical","Horizon","BOOK","2020","1","7","Taiwan.",,"Taiwan Guidebooks, Taiwan Description and travel","Insight Guides,","2017."
